Worksheet exported from: C:\Users\USD\Documents\Agilent\ICP Expert\My Results\CHEM 220\Tam and Ethan.esws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument name,MY2134CQ01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software version,7.6.0.12121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firmware version,5590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Label,Rack:Tube,Type,Date Time,Element,Element Label,Flags,Unadjusted Data,Concentration,Unit,Intensity,Concentration SD,Concentration % RSD,Intensity SD,Intensity % RSD,%RSE,Weight,Volume,Dilution,Internal Standard,Calibration fit,Correlation coefficient,Background correction,%RSE limit,Calibration Coefficient [1],Calibration Coefficient [2],Calibration Coefficient [3],LIMS ID,Customer,Customer Ref.,Sample Date Time,Sample Site,Description,Replicates,Concentration Replicate 1,Concentration Replicate 2,Concentration Replicate 3,Intensity Replicate 1,Intensity Replicate 2,Intensity Replicate 3,Flags Replicate 1,Flags Replicate 2,Flags Replicate 3
Standard 6,3:7,STD,2/27/2023 17:46,Cu 327.395,Cu,,6,6,ppm,61844.33,-,-,269.23,0.44,4376.26,-,-,-,-,Linear,0.9752,Fitted,-,4881.904028,826.4132912,-,,,,,,,3,6,6,6,62127.85,61813,61592.13,,,
Standard 6,3:7,STD,2/27/2023 17:46,Fe 238.204,Fe,,6,6,ppm,81126.29,-,-,391.34,0.48,92.64,-,-,-,-,Linear,0.97884,Fitted,-,5121.833956,98746.17198,-,,,,,,,3,6,6,6,81577.88,80914.64,80886.35,,,
Standard 6,3:7,STD,2/27/2023 17:46,Pb 217.000,Pb,,6,6,ppm,2198.14,-,-,3.54,0.16,514.92,-,-,-,-,Linear,0.98679,Fitted,-,413.7384078,284.47771,-,,,,,,,3,6,6,6,2202.19,2195.62,2196.6,,,
Standard 7,3:8,STD,2/27/2023 17:47,Cu 327.395,Cu,,8,8,ppm,85798.59,-,-,265.47,0.31,4376.26,-,-,-,-,Linear,0.9752,Fitted,-,4881.904028,826.4132912,-,,,,,,,3,8,8,8,85635.05,86104.9,85655.83,,,
Standard 7,3:8,STD,2/27/2023 17:47,Fe 238.204,Fe,,8,8,ppm,113941.78,-,-,284.06,0.25,92.64,-,-,-,-,Linear,0.97884,Fitted,-,5121.833956,98746.17198,-,,,,,,,3,8,8,8,113736.26,114265.92,113823.16,,,
Standard 7,3:8,STD,2/27/2023 17:47,Pb 217.000,Pb,,8,8,ppm,3083.94,-,-,7.31,0.24,514.92,-,-,-,-,Linear,0.98679,Fitted,-,413.7384078,284.47771,-,,,,,,,3,8,8,8,3091.45,3076.84,3083.54,,,
Standard 8,3:9,STD,2/27/2023 17:49,Cu 327.395,Cu,,10,10,ppm,83069.6,-,-,199.97,0.24,4376.26,-,-,-,-,Linear,0.9752,Fitted,-,4881.904028,826.4132912,-,,,,,,,3,10,10,10,82878.36,83277.29,83053.15,,,
Standard 8,3:9,STD,2/27/2023 17:49,Fe 238.204,Fe,,10,10,ppm,102151.7,-,-,314.35,0.31,92.64,-,-,-,-,Linear,0.97884,Fitted,-,5121.833956,98746.17198,-,,,,,,,3,10,10,10,101865.7,102488.26,102101.15,,,
Standard 8,3:9,STD,2/27/2023 17:49,Pb 217.000,Pb,,10,10,ppm,2352.36,-,-,7.49,0.32,514.92,-,-,-,-,Linear,0.98679,Fitted,-,413.7384078,284.47771,-,,,,,,,3,10,10,10,2345.12,2360.08,2351.89,,,
Standard 9,3:10,STD,2/27/2023 17:50,Cu 327.395,Cu,,25,25,ppm,258067.06,-,-,1214.82,0.47,4376.26,-,-,-,-,Linear,0.9752,Fitted,-,4881.904028,826.4132912,-,,,,,,,3,25,25,25,259263.23,256834.42,258103.54,,,
Standard 9,3:10,STD,2/27/2023 17:50,Fe 238.204,Fe,,25,25,ppm,357371.5,-,-,1712.6,0.48,92.64,-,-,-,-,Linear,0.97884,Fitted,-,5121.833956,98746.17198,-,,,,,,,3,25,25,25,359060.14,355635.9,357418.47,,,
Standard 9,3:10,STD,2/27/2023 17:50,Pb 217.000,Pb,,25,25,ppm,8635.73,-,-,36.73,0.43,514.92,-,-,-,-,Linear,0.98679,Fitted,-,413.7384078,284.47771,-,,,,,,,3,25,25,25,8664.49,8594.35,8648.34,,,
Standard 10,3:11,STD,2/27/2023 17:52,Cu 327.395,Cu,,50,50,ppm,461514.76,-,-,2856.52,0.62,4376.26,-,-,-,-,Linear,0.9752,Fitted,-,4881.904028,826.4132912,-,,,,,,,3,50,50,50,464742.41,460489.5,459312.38,,,
Standard 10,3:11,STD,2/27/2023 17:52,Fe 238.204,Fe,,50,50,ppm,671695.25,-,-,4336.83,0.65,92.64,-,-,-,-,Linear,0.97884,Fitted,-,5121.833956,98746.17198,-,,,,,,,3,50,50,50,676251.59,671216.52,667617.65,,,
Standard 10,3:11,STD,2/27/2023 17:52,Pb 217.000,Pb,,50,50,ppm,18333.01,-,-,135.4,0.74,514.92,-,-,-,-,Linear,0.98679,Fitted,-,413.7384078,284.47771,-,,,,,,,3,50,50,50,18476.87,18314.1,18208.06,,,
Sample 1,3:12,Sample,2/27/2023 17:54,Cu 327.395,Cu,,Uncal,Uncal,ppm,10943.64,-,-,84.8,0.77,4376.26,1,1,1,-,Linear,0.9752,Fitted,-,4881.904028,826.4132912,-,,,,,,,3,Uncal,Uncal,Uncal,11027.88,10944.75,10858.3,Uncal,Uncal,Uncal
Sample 1,3:12,Sample,2/27/2023 17:54,Fe 238.204,Fe,,Uncal,Uncal,ppm,15007.24,-,-,96.36,0.64,92.64,1,1,1,-,Linear,0.97884,Fitted,-,5121.833956,98746.17198,-,,,,,,,3,Uncal,Uncal,Uncal,15111.66,14988.35,14921.73,Uncal,Uncal,Uncal
Sample 1,3:12,Sample,2/27/2023 17:54,Pb 217.000,Pb,,Uncal,Uncal,ppm,404.85,-,-,4.63,1.14,514.92,1,1,1,-,Linear,0.98679,Fitted,-,413.7384078,284.47771,-,,,,,,,3,Uncal,Uncal,Uncal,401.77,410.18,402.59,Uncal,Uncal,Uncal
Sample 2,3:13,Sample,2/27/2023 17:55,Cu 327.395,Cu,,Uncal,Uncal,ppm,27107.9,-,-,31.69,0.12,4376.26,1,1,1,-,Linear,0.9752,Fitted,-,4881.904028,826.4132912,-,,,,,,,3,Uncal,Uncal,Uncal,27113.82,27136.21,27073.67,Uncal,Uncal,Uncal
Sample 2,3:13,Sample,2/27/2023 17:55,Fe 238.204,Fe,,Uncal,Uncal,ppm,71602.75,-,-,117.88,0.16,92.64,1,1,1,-,Linear,0.97884,Fitted,-,5121.833956,98746.17198,-,,,,,,,3,Uncal,Uncal,Uncal,71590.74,71726.18,71491.34,Uncal,Uncal,Uncal
Sample 2,3:13,Sample,2/27/2023 17:55,Pb 217.000,Pb,,Uncal,Uncal,ppm,857.92,-,-,4.81,0.56,514.92,1,1,1,-,Linear,0.98679,Fitted,-,413.7384078,284.47771,-,,,,,,,3,Uncal,Uncal,Uncal,863.29,856.45,854.01,Uncal,Uncal,Uncal
Sample 3,3:14,Sample,2/27/2023 17:57,Cu 327.395,Cu,,Uncal,Uncal,ppm,680.35,-,-,8.36,1.23,4376.26,1,1,1,-,Linear,0.9752,Fitted,-,4881.904028,826.4132912,-,,,,,,,3,Uncal,Uncal,Uncal,689.86,674.13,677.07,Uncal,Uncal,Uncal
Sample 3,3:14,Sample,2/27/2023 17:57,Fe 238.204,Fe,,Uncal,Uncal,ppm,2980.35,-,-,14.51,0.49,92.64,1,1,1,-,Linear,0.97884,Fitted,-,5121.833956,98746.17198,-,,,,,,,3,Uncal,Uncal,Uncal,2997.02,2973.47,2970.56,Uncal,Uncal,Uncal
Sample 3,3:14,Sample,2/27/2023 17:57,Pb 217.000,Pb,,Uncal,Uncal,ppm,21.9,-,-,1.75,7.97,514.92,1,1,1,-,Linear,0.98679,Fitted,-,413.7384078,284.47771,-,,,,,,,3,Uncal,Uncal,Uncal,23.91,20.75,21.04,Uncal,Uncal,Uncal
