"Worksheet exported from: C:\Users\USD\Documents\Agilent\ICP Expert\My Results\Bolender-Uganda\C. Husks, C. Grounds, Eucalyptus Wood Tests\Eucalyptus 0.1 ppm 9-6-22.esws"
"Instrument name","MY2134CQ01"
"Software version","7.6.0.12121"
"Firmware version","5590"

""
"Label","Rack:Tube","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Cr 267.716","Cr","","0.0000","0.0000","ppm","180.2728","-","-","13.9222","7.72","3.2974","-","-","-","Ar-A (430.010 nm)","Linear","0.99999","Fitted","30.00000","57.3751582899315","112059.416524854","-","","","","","","","3","0.0000","0.0000","0.0000","180.6422","194.0065","166.1695","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Cu 327.395","Cu","","0.0000","0.0000","ppm","250.9843","-","-","22.9487","9.14","1.8003","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","382.627725326296","63902.3421554299","-","","","","","","","3","0.0000","0.0000","0.0000","261.6792","266.6336","224.6403","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Fe 238.204","Fe","","0.0000","0.0000","ppm","1403.6337","-","-","78.3333","5.58","4.0044","-","-","-","Ar-A (430.010 nm)","Linear","0.99987","Fitted","30.00000","1403.08185184302","106349.592929208","-","","","","","","","3","0.0000","0.0000","0.0000","1492.7792","1345.7977","1372.3241","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","K 766.491","K-A","","0.0000","0.0000","ppm","1671.1182","-","-","182.3242","10.91","11.4381","-","-","-","Ar-A (430.010 nm)","Linear","0.99942","Fitted","30.00000","-5466.09315916074","52660.4780144826","-","","","","","","","3","0.0000","0.0000","0.0000","1471.9850","1711.5106","1829.8590","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","K 766.491","K-R","","0.0000","0.0000","ppm","1686.7977","-","-","186.2619","11.04","16.4446","-","-","-","Ar-R (430.010 nm)","Linear","0.99949","Fitted","30.00000","-1020.17802462089","49231.373150831","-","","","","","","","3","0.0000","0.0000","0.0000","1485.3957","1722.1427","1852.8547","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Mg 279.553","Mg","","0.0000","0.0000","ppm","6220.7903","-","-","30.2057","0.49","9.2445","-","-","-","Ar-R (430.010 nm)","Linear","0.99848","Fitted","30.00000","6226.32978170407","344293.296602262","-","","","","","","","3","0.0000","0.0000","0.0000","6186.6431","6231.7110","6244.0168","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Mg 279.800","Mg","","0.0000","0.0000","ppm","26.4138","-","-","2.2786","8.63","1.8253","-","-","-","Ar-R (430.010 nm)","Linear","0.99999","Fitted","30.00000","28.110264967583","1340.0744619742","-","","","","","","","3","0.0000","0.0000","0.0000","25.2554","24.9471","29.0389","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Mg 285.213","Mg","","0.0000","0.0000","ppm","245.4640","-","-","1.7887","0.73","2.5512","-","-","-","Ar-R (430.010 nm)","Linear","0.99993","Fitted","30.00000","245.567492490934","14145.4693379851","-","","","","","","","3","0.0000","0.0000","0.0000","244.6552","244.2226","247.5143","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Mn 257.610","Mn","","0.0000","0.0000","ppm","160.5683","-","-","5.5822","3.48","2.8434","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","161.49858070146","585716.478571593","-","","","","","","","3","0.0000","0.0000","0.0000","155.7112","159.3271","166.6667","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Mo 202.032","Mo","","0.0000","0.0000","ppm","12.7142","-","-","7.4865","58.88","0.4910","-","-","-","Ar-A (430.010 nm)","Linear","1.00000","Fitted","30.00000","41.027945501256","36376.8119187596","-","","","","","","","3","0.0000","0.0000","0.0000","8.2158","8.5704","21.3565","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Na 588.995","Na","","0.0000","0.0000","ppm","165067.1641","-","-","1455.9660","0.88","5.3977","-","-","-","Ar-R (430.010 nm)","Linear","0.99989","Off-Peak Right","30.00000","164114.06318313","389692.653422695","-","","","","","","","3","0.0000","0.0000","0.0000","163456.4026","165455.5045","166289.5851","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Na 589.592","Na","","0.0000","0.0000","ppm","21326.8569","-","-","1188.8344","5.57","12.2504","-","-","-","Ar-R (430.010 nm)","Linear","0.99949","Off-Peak Left","30.00000","15904.1024281065","195710.854165277","-","","","","","","","3","0.0000","0.0000","0.0000","20092.0408","21424.8913","22463.6388","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Ni 231.604","Ni","","0.0000","0.0000","ppm","75.6312","-","-","6.1237","8.10","4.4944","-","-","-","Ar-A (430.010 nm)","Linear","0.99995","Fitted","30.00000","82.785985173407","43875.7449750172","-","","","","","","","3","0.0000","0.0000","0.0000","68.9023","77.1140","80.8774","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Pb 220.353","Pb","","0.0000","0.0000","ppm","11.3536","-","-","2.7227","23.98","6.1363","-","-","-","Ar-A (430.010 nm)","Linear","0.99997","Fitted","30.00000","16.3342383072455","9798.68522819949","-","","","","","","","3","0.0000","0.0000","0.0000","9.2060","14.4159","10.4389","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Sb 206.834","Sb","","0.0000","0.0000","ppm","13.5486","-","-","2.2578","16.66","2.3350","-","-","-","Ar-A (430.010 nm)","Linear","0.99999","Fitted","30.00000","14.0587868306795","3140.61756139067","-","","","","","","","3","0.0000","0.0000","0.0000","15.8809","11.3735","13.3913","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Se 196.026","Se","","0.0000","0.0000","ppm","8.4856","-","-","4.1271","48.64","5.5725","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","6.95687377974218","2287.97948831422","-","","","","","","","3","0.0000","0.0000","0.0000","4.4736","12.7190","8.2643","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Th 283.730","Th","","0.0000","0.0000","ppm","-3.1567","-","-","4.8478","> 100.00","1.2358","-","-","-","Ar-A (430.010 nm)","Linear","1.00000","Off-Peak Right","30.00000","2.05622592924692","20634.3420944624","-","","","","","","","3","0.0000","0.0000","0.0000","-7.9087","1.7815","-3.3431","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Th 288.505","Th","","0.0000","0.0000","ppm","129.7955","-","-","7.0755","5.45","16.5524","-","-","-","Ar-A (430.010 nm)","Linear","0.99972","Fitted","30.00000","165.974476119673","5596.60794582316","-","","","","","","","3","0.0000","0.0000","0.0000","124.6672","126.8516","137.8676","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Tl 190.794","Tl","","0.0000","0.0000","ppm","7.3669","-","-","5.1614","70.06","3.5365","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","-1.78930672967198","2834.28262854811","-","","","","","","","3","0.0000","0.0000","0.0000","12.5947","7.2314","2.2745","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Tl 351.923","Tl","","0.0000","0.0000","ppm","75.3698","-","-","11.2972","14.99","9.0049","-","-","-","Ar-A (430.010 nm)","Linear","0.99979","Fitted","30.00000","51.2448789125843","4489.76638892374","-","","","","","","","3","0.0000","0.0000","0.0000","85.1991","63.0278","77.8826","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","U 385.957","U","","0.0000","0.0000","ppm","147.8012","-","-","5.7237","3.87","3.6287","-","-","-","Ar-A (430.010 nm)","Linear","0.99986","Fitted","30.00000","145.921755645611","504280.033672791","-","","","","","","","3","0.0000","0.0000","0.0000","146.4628","142.8653","154.0755","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","V 292.401","V","","0.0000","0.0000","ppm","4.3906","-","-","10.5335","> 100.00","1.9843","-","-","-","Ar-A (430.010 nm)","Linear","1.00000","Fitted","30.00000","17.8143006087487","43591.4401434121","-","","","","","","","3","0.0000","0.0000","0.0000","2.6769","-5.1810","15.6758","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Zn 206.200","Zn","","0.0000","0.0000","ppm","250.9363","-","-","3.9442","1.57","10.1731","-","-","-","Ar-A (430.010 nm)","Linear","0.99982","Fitted","30.00000","267.238368597994","56797.8170174097","-","","","","","","","3","0.0000","0.0000","0.0000","246.7182","254.5327","251.5581","","",""
"2% HNO3","S1:1","BLK","9/13/2022 9:35:58 AM","Zn 213.857","Zn","","0.0000","0.0000","ppm","518.4375","-","-","9.2288","1.78","8.8869","-","-","-","Ar-A (430.010 nm)","Linear","0.99988","Fitted","45.00000","549.142891916784","120193.98694179","-","","","","","","","3","0.0000","0.0000","0.0000","525.9043","521.2887","508.1196","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Ag 328.068","Ag","","0.0100","0.0100","ppm","1017.6563","-","-","51.4774","5.06","8.2574","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","66.0930454975037","111878.469767467","-","","","","","","","3","0.0100","0.0100","0.0100","959.5761","1035.7445","1057.6482","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Al 237.312","Al","","0.0100","0.0100","ppm","55.1769","-","-","3.4825","6.31","8.0657","-","-","-","Ar-A (430.010 nm)","Linear","0.99977","Off-Peak Left+Right","30.00000","32.3408806374236","2063.45861367385","-","","","","","","","3","0.0100","0.0100","0.0100","52.1881","54.3413","59.0012","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Al 396.152","Al","","--","--","ppm","-","-","-","-","N/A","1.9295","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","443.490765180946","48612.074789844","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Ar 430.010","Ar-A","","0.9923","0.9923","Ratio","1992502.0889","0.0054","0.5409","10776.9645","0.54","","-","-","-","-","-","-","Fitted","-","-","-","-","","","","","","","3","0.9978","0.9921","0.9870","2003448.2546","1992155.3162","1981902.6958","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Ar 430.010","Ar-R","","0.9852","0.9852","Ratio","173589.2892","0.0066","0.6746","1171.0701","0.67","","-","-","-","-","-","-","Fitted","-","-","-","-","","","","","","","3","0.9779","0.9867","0.9909","172306.8542","173859.1235","174601.8899","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","As 188.980","As","","--","--","ppm","-","-","-","-","N/A","10.3988","-","-","-","Ar-A (430.010 nm)","Linear","0.99994","Fitted","30.00000","7.05593053748058","3184.66532531842","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Ba 455.403","Ba","","--","--","ppm","-","-","-","-","N/A","1.4754","-","-","-","Ar-R (430.010 nm)","Linear","0.99998","Fitted","30.00000","367.587208793994","481406.660252784","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Be 234.861","Be","","0.0100","0.0100","ppm","1501.8879","-","-","11.4754","0.76","2.3735","-","-","-","Ar-R (430.010 nm)","Linear","0.99999","Fitted","30.00000","5.32732070022664","155860.020074761","-","","","","","","","3","0.0100","0.0100","0.0100","1511.9305","1504.3528","1489.3803","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Be 313.042","Be","","0.0100","0.0100","ppm","7205.8374","-","-","39.3504","0.55","3.9405","-","-","-","Ar-R (430.010 nm)","Linear","0.99997","Fitted","30.00000","56.8433390978354","752080.569961663","-","","","","","","","3","0.0100","0.0100","0.0100","7248.8754","7196.9379","7171.6989","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Ca 317.933","Ca","","1.0000","1.0000","ppm","10545.4346","-","-","48.6727","0.46","12.0065","-","-","-","Ar-R (430.010 nm)","Linear","0.99998","Fitted","30.00000","589.311962145189","8144.78171317045","-","","","","","","","3","1.0000","1.0000","1.0000","10600.6936","10526.6856","10508.9246","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Ca 396.847","Ca","","1.0000","1.0000","ppm","1168392.0778","-","-","9046.7905","0.77","14.7783","-","-","-","Ar-R (430.010 nm)","Linear","0.99988","Fitted","50.00000","61819.22008648","888549.244556845","-","","","","","","","3","1.0000","1.0000","1.0000","1178132.7404","1166790.3911","1160253.1020","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Cd 214.439","Cd","","0.0100","0.0100","ppm","2080.2928","-","-","12.7314","0.61","2.7807","-","-","-","Ar-A (430.010 nm)","Linear","0.99997","Fitted","30.00000","9.07875099860166","213521.901366677","-","","","","","","","3","0.0100","0.0100","0.0100","2075.7112","2070.4863","2094.6809","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Co 238.892","Co","","0.0100","0.0100","ppm","7221.1857","-","-","58.5521","0.81","2.0552","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Off-Peak Left","30.00000","73.7741280055665","710888.784993638","-","","","","","","","3","0.0100","0.0100","0.0100","7188.5033","7186.2703","7288.7836","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Cr 267.716","Cr","","0.0100","0.0100","ppm","1125.1429","-","-","7.5885","0.67","3.2974","-","-","-","Ar-A (430.010 nm)","Linear","0.99999","Fitted","30.00000","57.3751582899315","112059.416524854","-","","","","","","","3","0.0100","0.0100","0.0100","1133.4179","1118.5098","1123.5010","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Cu 327.395","Cu","","--","--","ppm","-","-","-","-","N/A","1.8003","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","382.627725326296","63902.3421554299","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Fe 238.204","Fe","","1.0000","1.0000","ppm","106830.8112","-","-","725.7203","0.68","4.0044","-","-","-","Ar-A (430.010 nm)","Linear","0.99987","Fitted","30.00000","1403.08185184302","106349.592929208","-","","","","","","","3","1.0000","1.0000","1.0000","106238.0672","106614.1911","107640.1753","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","K 766.491","K-A","","1.0000","1.0000","ppm","41302.7605","-","-","192.2676","0.47","11.4381","-","-","-","Ar-A (430.010 nm)","Linear","0.99942","Fitted","30.00000","-5466.09315916074","52660.4780144826","-","","","","","","","3","1.0000","1.0000","1.0000","41108.3539","41307.1124","41492.8153","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","K 766.491","K-R","","1.0000","1.0000","ppm","41805.6202","-","-","311.3949","0.74","16.4446","-","-","-","Ar-R (430.010 nm)","Linear","0.99949","Fitted","30.00000","-1020.17802462089","49231.373150831","-","","","","","","","3","1.0000","1.0000","1.0000","42145.5238","41737.2359","41534.1009","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Mg 279.553","Mg","","1.0000","1.0000","ppm","376825.4443","-","-","2351.5644","0.62","9.2445","-","-","-","Ar-R (430.010 nm)","Linear","0.99848","Fitted","30.00000","6226.32978170407","344293.296602262","-","","","","","","","3","1.0000","1.0000","1.0000","379396.1990","376297.2130","374782.9208","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Mg 279.800","Mg","","1.0000","1.0000","ppm","1389.9516","-","-","11.3588","0.82","1.8253","-","-","-","Ar-R (430.010 nm)","Linear","0.99999","Fitted","30.00000","28.110264967583","1340.0744619742","-","","","","","","","3","1.0000","1.0000","1.0000","1403.0670","1383.5040","1383.2837","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Mg 285.213","Mg","","1.0000","1.0000","ppm","14689.3842","-","-","110.2525","0.75","2.5512","-","-","-","Ar-R (430.010 nm)","Linear","0.99993","Fitted","30.00000","245.567492490934","14145.4693379851","-","","","","","","","3","1.0000","1.0000","1.0000","14811.5341","14659.3764","14597.2421","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Mn 257.610","Mn","","0.0100","0.0100","ppm","5975.8612","-","-","33.6527","0.56","2.8434","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","161.49858070146","585716.478571593","-","","","","","","","3","0.0100","0.0100","0.0100","5944.4078","5971.8263","6011.3494","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Mo 202.032","Mo","","0.0100","0.0100","ppm","405.6209","-","-","1.0645","0.26","0.4910","-","-","-","Ar-A (430.010 nm)","Linear","1.00000","Fitted","30.00000","41.027945501256","36376.8119187596","-","","","","","","","3","0.0100","0.0100","0.0100","406.3783","406.0806","404.4038","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Na 588.995","Na","","1.0000","1.0000","ppm","578363.2303","-","-","5628.1546","0.97","5.3977","-","-","-","Ar-R (430.010 nm)","Linear","0.99989","Off-Peak Right","30.00000","164114.06318313","389692.653422695","-","","","","","","","3","1.0000","1.0000","1.0000","584846.6270","575509.2167","574733.8471","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Na 589.592","Na","","1.0000","1.0000","ppm","220773.4732","-","-","1505.3216","0.68","12.2504","-","-","-","Ar-R (430.010 nm)","Linear","0.99949","Off-Peak Left","30.00000","15904.1024281065","195710.854165277","-","","","","","","","3","1.0000","1.0000","1.0000","222474.2717","220233.6484","219612.4994","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Ni 231.604","Ni","","0.0100","0.0100","ppm","487.8328","-","-","11.1747","2.29","4.4944","-","-","-","Ar-A (430.010 nm)","Linear","0.99995","Fitted","30.00000","82.785985173407","43875.7449750172","-","","","","","","","3","0.0100","0.0100","0.0100","483.3616","500.5509","479.5861","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Pb 220.353","Pb","","--","--","ppm","-","-","-","-","N/A","6.1363","-","-","-","Ar-A (430.010 nm)","Linear","0.99997","Fitted","30.00000","16.3342383072455","9798.68522819949","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Sb 206.834","Sb","","--","--","ppm","-","-","-","-","N/A","2.3350","-","-","-","Ar-A (430.010 nm)","Linear","0.99999","Fitted","30.00000","14.0587868306795","3140.61756139067","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Se 196.026","Se","","0.0100","0.0100","ppm","28.5829","-","-","7.0075","24.52","5.5725","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","6.95687377974218","2287.97948831422","-","","","","","","","3","0.0100","0.0100","0.0100","29.9920","20.9779","34.7788","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Th 283.730","Th","","--","--","ppm","-","-","-","-","N/A","1.2358","-","-","-","Ar-A (430.010 nm)","Linear","1.00000","Off-Peak Right","30.00000","2.05622592924692","20634.3420944624","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Th 288.505","Th","","--","--","ppm","-","-","-","-","N/A","16.5524","-","-","-","Ar-A (430.010 nm)","Linear","0.99972","Fitted","30.00000","165.974476119673","5596.60794582316","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Tl 190.794","Tl","","0.0100","0.0100","ppm","24.8049","-","-","1.2215","4.92","3.5365","-","-","-","Ar-A (430.010 nm)","Linear","0.99998","Fitted","30.00000","-1.78930672967198","2834.28262854811","-","","","","","","","3","0.0100","0.0100","0.0100","26.0732","23.6362","24.7052","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Tl 351.923","Tl","","--","--","ppm","-","-","-","-","N/A","9.0049","-","-","-","Ar-A (430.010 nm)","Linear","0.99979","Fitted","30.00000","51.2448789125843","4489.76638892374","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","U 385.957","U","","--","--","ppm","-","-","-","-","N/A","3.6287","-","-","-","Ar-A (430.010 nm)","Linear","0.99986","Fitted","30.00000","145.921755645611","504280.033672791","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","V 292.401","V","","--","--","ppm","-","-","-","-","N/A","1.9843","-","-","-","Ar-A (430.010 nm)","Linear","1.00000","Fitted","30.00000","17.8143006087487","43591.4401434121","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Zn 206.200","Zn","","--","--","ppm","-","-","-","-","N/A","10.1731","-","-","-","Ar-A (430.010 nm)","Linear","0.99982","Fitted","30.00000","267.238368597994","56797.8170174097","-","","","","","","","3","","","","","","","","",""
"0.01 ppm","S1:2","STD","9/13/2022 9:39:51 AM","Zn 213.857","Zn","","--","--","ppm","-","-","-","-","N/A","8.8869","-","-","-","Ar-A (430.010 nm)","Linear","0.99988","Fitted","45.00000","549.142891916784","120193.98694179","-","","","","","","","3","","","","","","","","",""
